0.0021985173	0.9978015
0.06482163	0.9351784
0.024970442	0.9750295
0.040158376	0.95984167
0.009172148	0.99082786
0.94380385	0.056196176
0.0019752758	0.9980247
0.002333639	0.99766636
0.4478917	0.5521083
0.015232934	0.984767
0.0032064512	0.99679357
0.0037945458	0.99620545
0.010381307	0.9896187
0.006819277	0.99318075
0.030336803	0.9696632
0.012113879	0.9878861
0.0026512758	0.99734867
0.0018392851	0.9981608
0.003927686	0.9960723
0.0065313084	0.99346864
0.020566972	0.97943306
0.008878636	0.9911213
0.0021011883	0.9978988
0.002018279	0.99798167
0.0061989627	0.99380106
0.0056401514	0.9943599
0.09965949	0.90034056
0.022332799	0.97766715
0.05763026	0.94236976
0.0034784458	0.9965216
0.02310706	0.97689295
0.002362318	0.99763775
0.0024809781	0.997519
0.003409464	0.9965905
0.0043336907	0.99566627
0.0418161	0.95818394
0.009235163	0.99076486
0.0018209456	0.9981791
0.002092466	0.9979075
0.003409477	0.9965905
0.026587792	0.97341216
0.018710935	0.981289
0.0021419218	0.9978581
0.0023133976	0.9976866
0.003655044	0.996345
0.051163178	0.94883686
0.029877141	0.9701229
0.004087905	0.9959121
0.01201148	0.9879885
0.07136735	0.9286326
0.0021589191	0.997841
0.12728024	0.8727198
0.0028909165	0.9971091
0.61384636	0.3861537
0.06942838	0.9305716
0.004880535	0.99511945
0.0024963585	0.9975037
0.0044833887	0.9955166
0.0047629373	0.995237
0.0018318273	0.9981681
0.019814279	0.98018575
0.05390966	0.9460903
0.9934501	0.006549886
0.0026074974	0.99739254
0.96969986	0.030300116
0.040794075	0.9592059
0.046495005	0.953505
0.0021733774	0.99782664
0.007509351	0.9924906
0.06373141	0.93626857
0.05488532	0.9451147
0.027765421	0.97223455
0.0023734153	0.9976266
0.35489082	0.64510924
0.8126603	0.18733966
0.0022570407	0.997743
0.0037918591	0.9962082
0.0022927336	0.99770725
0.0026362133	0.99736375
0.6100563	0.38994372
0.0022530777	0.9977469
0.11055252	0.8894475
0.2787108	0.7212892
0.007642607	0.9923574
0.008693047	0.99130696
0.0059200753	0.9940799
0.0028868786	0.9971131
0.009370799	0.99062914
0.0025514874	0.9974485
0.002033704	0.9979663
0.0056488356	0.99435115
0.24727608	0.7527239
0.0114701865	0.98852986
0.023917789	0.97608227
0.0018285713	0.99817145
0.007249601	0.9927504
0.004770495	0.9952295
0.015208654	0.98479134
0.029735388	0.9702646
0.0019149329	0.99808514
0.0047998815	0.99520004
0.004357702	0.9956423
0.07971157	0.9202885
0.30887648	0.69112355
0.0021611783	0.9978388
0.0020863076	0.99791366
0.00244927	0.9975508
0.16379581	0.8362042
0.009606185	0.9903938
0.047333684	0.95266634
0.0021442592	0.9978557
0.0021548108	0.9978452
0.08748395	0.91251606
0.14163803	0.8583619
0.0043268977	0.9956731
0.0046035377	0.99539644
0.024395375	0.97560465
0.95769113	0.04230894
0.005593409	0.9944066
0.003258419	0.9967416
0.0019880922	0.9980118
0.001790328	0.9982097
0.0021874364	0.9978125
0.0021118745	0.99788815
0.123375416	0.8766246
0.0038338944	0.9961661
0.032498997	0.967501
0.0023602422	0.9976398
0.0018573604	0.9981426
0.0022748173	0.9977252
0.010999011	0.9890009
0.002045571	0.99795437
0.0025353876	0.99746466
0.9486727	0.051327325
0.056936637	0.9430634
0.23730849	0.76269156
0.0068357415	0.99316424
0.063906334	0.9360937
0.9940825	0.00591752
0.036974326	0.9630256
0.022921858	0.9770782
0.064094834	0.93590516
0.0019249126	0.9980751
0.0023965575	0.9976035
0.008628941	0.99137104
0.001993238	0.99800676
0.0025931501	0.9974069
0.0019337501	0.99806625
0.07184751	0.9281525
0.055426102	0.94457394
0.0031065918	0.9968934
0.008879946	0.99112004
